City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Conditions,Date
98,Tyrma,RU,50.08,132.17,36.32,86,100,9.08,light rain,2020-10-31 16:23:30
99,Saint-Philippe,RE,-21.36,55.77,69.8,60,20,3.36,few clouds,2020-10-31 16:23:30
100,Atuona,PF,-9.8,-139.03,78.13,76,18,18.39,few clouds,2020-10-31 16:23:30
101,Vila,PT,42.03,-8.16,61.0,90,100,5.01,overcast clouds,2020-10-31 16:21:11
102,Mahajanga,MG,-15.72,46.32,80.6,61,20,4.7,few clouds,2020-10-31 16:23:31
103,Quatre Cocos,MU,-20.21,57.76,69.8,77,40,14.99,shower rain,2020-10-31 16:23:31
104,Winslow,US,35.02,-110.7,44.6,56,1,8.05,clear sky,2020-10-31 16:23:25
105,Kodiak,US,57.79,-152.41,32.0,90,1,12.75,clear sky,2020-10-31 16:23:31
106,Tambongon,PH,10.97,123.92,80.91,82,100,16.28,heavy intensity rain,2020-10-31 16:23:32
107,Faya,SA,18.39,42.45,68.0,60,0,5.82,clear sky,2020-10-31 16:23:32
108,Victoria,HK,22.29,114.16,73.99,77,1,13.73,light rain,2020-10-31 16:23:19
109,Port Elizabeth,ZA,-33.92,25.57,66.2,72,75,5.82,broken clouds,2020-10-31 16:23:33
110,Hargeysa,SO,9.56,44.06,68.67,81,9,18.68,light rain,2020-10-31 16:23:33
111,Hobart,AU,-42.88,147.33,55.4,66,75,5.82,broken clouds,2020-10-31 16:18:35
112,Hasaki,JP,35.73,140.83,46.4,87,20,5.82,few clouds,2020-10-31 16:23:33
113,Jamestown,US,42.1,-79.24,39.99,69,90,10.29,overcast clouds,2020-10-31 16:23:34
114,Yellowknife,CA,62.46,-114.35,19.4,85,90,17.22,light snow,2020-10-31 16:22:09
115,Sitka,US,57.05,-135.33,50.0,87,90,23.04,moderate rain,2020-10-31 16:23:34
116,Impfondo,CG,1.64,18.07,81.95,71,41,2.89,light rain,2020-10-31 16:23:34
117,Khatanga,RU,71.97,102.5,-5.55,88,97,7.18,overcast clouds,2020-10-31 16:23:35
118,Grants Pass,US,42.44,-123.33,48.2,87,1,1.48,clear sky,2020-10-31 16:23:35
119,Longyearbyen,SJ,78.22,15.64,21.2,79,75,5.82,light snow,2020-10-31 16:23:35
120,Umm Bab,QA,25.21,50.81,84.2,58,1,4.7,clear sky,2020-10-31 16:23:36
121,Charlestown,AU,-32.95,151.67,57.99,84,0,5.3,clear sky,2020-10-31 16:22:14
122,Benghazi,LY,32.12,20.07,70.83,62,0,15.61,clear sky,2020-10-31 16:23:36
123,Douentza,ML,15.0,-2.95,97.12,9,0,8.75,clear sky,2020-10-31 16:23:37
124,Butaritari,KI,3.07,172.79,80.92,76,57,17.22,broken clouds,2020-10-31 16:23:38
125,Pekan,MY,3.48,103.4,80.6,88,20,4.97,few clouds,2020-10-31 16:23:38
126,Tezu,IN,27.92,96.17,75.76,54,100,2.28,overcast clouds,2020-10-31 16:23:38
127,Tiksi,RU,71.69,128.87,1.35,94,66,3.38,broken clouds,2020-10-31 16:23:38
128,Hilo,US,19.73,-155.09,73.4,73,40,6.93,scattered clouds,2020-10-31 16:23:00
129,Dwarka,IN,22.24,68.97,82.74,54,0,12.53,clear sky,2020-10-31 16:23:39
130,Lorengau,PG,-2.02,147.27,80.85,75,19,4.54,few clouds,2020-10-31 16:23:39
131,Saint George,US,37.1,-113.58,48.2,31,1,3.36,clear sky,2020-10-31 16:23:39
132,Saskylakh,RU,71.92,114.08,-4.22,83,0,5.97,clear sky,2020-10-31 16:23:40
133,Raha,IN,26.23,92.52,75.13,86,100,4.56,overcast clouds,2020-10-31 16:23:40
134,Whitecourt,CA,54.15,-115.69,28.4,74,75,5.82,broken clouds,2020-10-31 16:23:40
135,Georgetown,MY,5.41,100.34,82.4,83,40,3.36,moderate rain,2020-10-31 16:23:40
136,Sebring,US,27.5,-81.44,80.6,65,75,13.87,broken clouds,2020-10-31 16:23:41
137,Natal,BR,-5.79,-35.21,84.2,70,75,14.99,broken clouds,2020-10-31 16:23:41
138,Madang,PG,-5.22,145.8,77.32,88,97,2.17,light rain,2020-10-31 16:23:41
139,Kemi,FI,65.86,24.82,32.0,92,100,5.82,light rain,2020-10-31 16:23:42
140,Qaanaaq,GL,77.48,-69.36,12.11,87,97,7.2,overcast clouds,2020-10-31 16:23:42
141,Klaksvik,FO,62.23,-6.59,50.0,100,100,26.4,heavy intensity rain,2020-10-31 16:23:42
142,Broken Hill,AU,-31.95,141.43,53.6,81,0,11.05,clear sky,2020-10-31 16:23:43
143,Akonolinga,CM,3.77,12.25,77.2,83,51,0.38,light rain,2020-10-31 16:23:43
144,Comodoro Rivadavia,AR,-45.87,-67.5,62.6,59,0,6.93,clear sky,2020-10-31 16:23:43
145,Hofn,IS,64.25,-15.21,43.72,75,100,10.11,light rain,2020-10-31 16:23:43
146,Srandakan,ID,-7.94,110.25,78.21,84,68,4.94,light rain,2020-10-31 16:22:38
147,Imeni Poliny Osipenko,RU,52.42,136.49,32.63,98,100,2.51,overcast clouds,2020-10-31 16:23:44
148,Fujin,CN,47.26,132.03,43.97,71,42,14.47,scattered clouds,2020-10-31 16:23:44
149,Upington,ZA,-28.45,21.26,77.0,57,20,12.75,few clouds,2020-10-31 16:23:44
150,Barrow,US,71.29,-156.79,24.8,62,90,9.17,overcast clouds,2020-10-31 16:23:45
151,Union City,US,37.6,-122.02,60.01,62,1,3.36,clear sky,2020-10-31 16:23:45
152,Cururupu,BR,-1.83,-44.87,91.94,44,68,8.66,broken clouds,2020-10-31 16:23:45
153,Wattegama,LK,6.8,81.48,80.6,94,20,3.36,haze,2020-10-31 16:23:45
154,Ngunguru,NZ,-35.62,174.5,57.0,97,14,1.99,few clouds,2020-10-31 16:23:46
155,Teluknaga,ID,-6.1,106.64,81.0,94,40,2.24,mist,2020-10-31 16:23:46
156,Kenai,US,60.55,-151.26,6.8,84,1,8.41,clear sky,2020-10-31 16:23:46
157,Thompson,CA,55.74,-97.86,15.8,78,90,14.99,light snow,2020-10-31 16:23:46
158,Preobrazheniye,RU,42.9,133.91,51.89,84,92,12.88,light rain,2020-10-31 16:23:46
159,Esperance,AU,-33.87,121.9,73.4,49,99,10.29,overcast clouds,2020-10-31 16:23:47
160,Palu,ID,-0.89,119.87,75.33,79,59,2.75,broken clouds,2020-10-31 16:23:47
161,Pevek,RU,69.7,170.31,12.7,97,100,10.04,overcast clouds,2020-10-31 16:23:47
162,Quesnel,CA,53.0,-122.5,28.4,100,90,4.7,overcast clouds,2020-10-31 16:21:03
163,Haines Junction,CA,60.75,-137.51,14.0,78,100,2.24,snow,2020-10-31 16:23:47
164,Temir,KZ,49.14,57.13,48.06,46,99,13.02,overcast clouds,2020-10-31 16:23:48
165,Raudeberg,NO,61.99,5.14,51.01,54,100,13.73,overcast clouds,2020-10-31 16:23:48
166,Peniche,PT,39.36,-9.38,71.01,78,73,5.99,broken clouds,2020-10-31 16:23:49
167,Adrar,MR,20.5,-10.07,93.33,11,97,10.94,overcast clouds,2020-10-31 16:23:49
168,Mitu,CO,1.2,-70.17,82.36,90,99,1.43,moderate rain,2020-10-31 16:23:49
169,Shouguang,CN,36.88,118.74,55.38,76,99,3.53,overcast clouds,2020-10-31 16:23:49
170,Fort Nelson,CA,58.81,-122.7,14.0,92,75,2.24,broken clouds,2020-10-31 16:23:50
171,Cherskiy,RU,68.75,161.3,7.43,87,96,3.69,overcast clouds,2020-10-31 16:23:50
172,North Bend,US,43.41,-124.22,46.0,100,1,3.36,clear sky,2020-10-31 16:23:50
173,Dunedin,NZ,-45.87,170.5,48.99,79,0,10.6,clear sky,2020-10-31 16:23:51
174,Bambous Virieux,MU,-20.34,57.76,69.8,77,40,14.99,shower rain,2020-10-31 16:23:51
175,Temiscaming,CA,46.72,-79.1,33.8,59,10,6.93,clear sky,2020-10-31 16:23:51
176,Coahuayana,MX,18.73,-103.68,77.0,78,40,13.87,scattered clouds,2020-10-31 16:23:51
177,Nishihara,JP,26.18,127.76,73.4,88,75,4.7,broken clouds,2020-10-31 16:23:53
178,Maramba,TZ,-5.05,38.62,65.14,100,25,4.32,scattered clouds,2020-10-31 16:23:53
179,New Norfolk,AU,-42.78,147.06,52.0,69,64,2.37,broken clouds,2020-10-31 16:23:53
180,Bandar-E Lengeh,IR,26.56,54.88,77.0,83,0,7.29,clear sky,2020-10-31 16:23:53
181,Sao Joao Da Barra,BR,-21.64,-41.05,75.2,78,90,11.41,overcast clouds,2020-10-31 16:23:54
182,Ixtapa,MX,20.7,-105.2,84.2,66,5,2.24,clear sky,2020-10-31 16:23:54
183,Kurchatov,RU,51.66,35.65,44.6,93,90,11.18,light rain,2020-10-31 16:23:54
184,Kavieng,PG,-2.57,150.8,83.14,75,86,8.88,overcast clouds,2020-10-31 16:23:54
185,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,39.2,69,75,15.66,broken clouds,2020-10-31 16:23:55
186,Richards Bay,ZA,-28.78,32.04,67.35,78,100,11.61,overcast clouds,2020-10-31 16:23:55
187,Nikolskoye,RU,59.7,30.79,41.0,86,75,4.47,broken clouds,2020-10-31 16:23:55
188,Moa,CU,20.66,-74.94,83.12,76,100,10.13,light rain,2020-10-31 16:23:55
189,Moroni,KM,-11.7,43.26,77.68,78,100,5.32,overcast clouds,2020-10-31 16:23:55
190,Blytheville,US,35.93,-89.92,59.0,47,1,8.05,clear sky,2020-10-31 16:23:56
191,Ulcinj,ME,41.93,19.22,62.6,55,20,4.85,few clouds,2020-10-31 16:23:56
192,Belaya Gora,RU,68.53,146.42,-7.8,92,100,5.26,overcast clouds,2020-10-31 16:23:56
193,Sola,VU,-13.88,167.55,80.82,81,38,19.53,light rain,2020-10-31 16:23:57
194,Callaway,US,30.15,-85.57,71.01,60,1,9.17,clear sky,2020-10-31 16:23:57
195,Riyadh,SA,24.69,46.72,78.8,24,0,4.7,clear sky,2020-10-31 16:21:45
196,Port Lincoln,AU,-34.73,135.87,54.27,83,0,11.21,clear sky,2020-10-31 16:23:58
197,Tornio,FI,65.85,24.15,32.0,91,100,5.82,light rain,2020-10-31 16:23:58
198,Namibe,AO,-15.2,12.15,74.12,77,17,12.5,few clouds,2020-10-31 16:23:58
199,Tual,ID,-5.67,132.75,82.78,78,56,13.33,light rain,2020-10-31 16:23:58
200,Harper,LR,4.38,-7.72,81.32,79,66,8.25,light rain,2020-10-31 16:23:59
201,Zeven,DE,53.3,9.28,57.0,67,33,11.01,scattered clouds,2020-10-31 16:23:59
202,Port Hardy,CA,50.7,-127.42,46.4,93,75,4.7,broken clouds,2020-10-31 16:23:59
203,Torrijos,ES,39.98,-4.28,73.99,48,25,6.29,scattered clouds,2020-10-31 16:23:59
204,Rocha,UY,-34.48,-54.33,66.36,54,1,8.21,clear sky,2020-10-31 16:24:00
205,Tuatapere,NZ,-46.13,167.68,44.01,88,2,4.0,clear sky,2020-10-31 16:24:00
206,Doka,SD,13.52,35.77,84.79,39,79,2.48,broken clouds,2020-10-31 16:24:00
207,Mahebourg,MU,-20.41,57.7,69.8,77,40,14.99,shower rain,2020-10-31 16:24:00
208,Lagoa,PT,39.05,-27.98,68.65,92,95,26.6,overcast clouds,2020-10-31 16:24:01
209,Pisco,PE,-13.7,-76.22,66.99,77,91,11.41,overcast clouds,2020-10-31 16:24:01
210,La Ronge,CA,55.1,-105.28,19.4,85,99,10.29,overcast clouds,2020-10-31 16:24:01
211,Barguzin,RU,53.62,109.62,23.16,88,99,2.01,overcast clouds,2020-10-31 16:24:01
212,Tuktoyaktuk,CA,69.45,-133.04,-4.0,83,40,4.7,scattered clouds,2020-10-31 16:24:02
213,Bethel,US,41.37,-73.41,42.01,69,1,5.82,clear sky,2020-10-31 16:21:11
214,Tandil,AR,-37.32,-59.13,71.01,33,0,5.99,clear sky,2020-10-31 16:24:02
215,Santa Rosa,PH,14.31,121.11,82.4,78,75,5.82,light rain,2020-10-31 16:24:02
216,Ancud,CL,-41.87,-73.82,66.99,55,0,6.93,clear sky,2020-10-31 16:24:02
217,Sabang,ID,5.89,95.32,82.17,80,100,12.77,light rain,2020-10-31 16:24:03
218,Sapatgram,IN,26.33,90.11,73.99,71,41,4.61,scattered clouds,2020-10-31 16:24:03
219,Baruun-Urt,MN,46.68,113.28,25.02,81,23,11.48,few clouds,2020-10-31 16:24:03
220,Pacific Grove,US,36.62,-121.92,55.4,62,1,8.3,clear sky,2020-10-31 16:22:30
221,Ust-Ilimsk,RU,58.0,102.66,13.91,93,100,6.85,overcast clouds,2020-10-31 16:24:04
222,Pedernales,DO,18.04,-71.74,86.0,74,75,6.93,broken clouds,2020-10-31 16:24:04
223,Tierra Blanca,HN,14.58,-88.58,71.6,88,75,6.93,broken clouds,2020-10-31 16:24:05
224,Barcelos,PT,41.54,-8.62,66.99,93,90,8.05,overcast clouds,2020-10-31 16:24:05
225,Vilhena,BR,-12.74,-60.15,84.2,51,75,11.41,broken clouds,2020-10-31 16:24:05
226,Matamoros,MX,25.53,-103.25,62.6,39,5,1.05,clear sky,2020-10-31 16:19:56
227,Rudarpur,IN,26.44,83.61,75.45,51,67,6.44,broken clouds,2020-10-31 16:24:05
228,Bayburt,TR,40.26,40.23,55.29,41,100,26.19,overcast clouds,2020-10-31 16:24:06
229,Marawi,PH,8.0,124.29,75.99,90,100,4.0,light rain,2020-10-31 16:24:06
230,Praia,CV,14.92,-23.51,84.2,66,75,25.28,broken clouds,2020-10-31 16:24:06
231,Itoman,JP,26.12,127.67,73.4,78,40,11.41,shower rain,2020-10-31 16:24:07
232,Les Herbiers,FR,46.87,-1.02,60.8,93,90,10.29,light intensity drizzle,2020-10-31 16:24:07
233,Sundsvall,SE,62.39,17.31,41.0,100,98,2.24,overcast clouds,2020-10-31 16:24:07
234,Becerril,CO,9.7,-73.28,83.68,71,69,4.14,light rain,2020-10-31 16:24:07
235,Liverpool,GB,53.41,-2.98,54.0,71,40,16.11,shower rain,2020-10-31 16:22:46
236,Bud,US,39.45,-86.18,48.99,66,1,6.93,clear sky,2020-10-31 16:24:08
237,Lubao,PH,14.92,120.55,78.8,74,75,4.7,broken clouds,2020-10-31 16:24:08
238,Leshukonskoye,RU,64.9,45.76,31.32,97,34,6.82,scattered clouds,2020-10-31 16:24:08
239,Labuhan,ID,-6.88,112.21,75.94,92,100,9.17,moderate rain,2020-10-31 16:24:09
240,Flinders,AU,-34.58,150.86,63.0,80,45,7.0,light rain,2020-10-31 16:24:09
241,Chokurdakh,RU,70.63,147.92,1.08,94,98,7.34,overcast clouds,2020-10-31 16:24:09
242,Rawlins,US,41.79,-107.24,46.0,39,1,25.28,clear sky,2020-10-31 16:24:09
243,Kimbe,PG,-5.55,150.14,75.9,88,74,3.09,broken clouds,2020-10-31 16:24:09
244,Labelle,US,26.76,-81.44,86.0,74,90,11.41,overcast clouds,2020-10-31 16:24:10
245,Mount Darwin,ZW,-16.77,31.58,80.46,34,20,7.0,few clouds,2020-10-31 16:24:10
246,Hovd,MN,48.01,91.64,28.0,84,0,1.97,clear sky,2020-10-31 16:24:10
247,Sahuaripa,MX,29.05,-109.23,76.01,22,100,0.56,overcast clouds,2020-10-31 16:24:11
248,Berlevag,NO,70.86,29.09,31.1,94,79,14.23,broken clouds,2020-10-31 16:24:11
249,Durres,AL,41.32,19.44,59.0,72,0,4.7,clear sky,2020-10-31 16:24:11
250,Xiamen,CN,24.48,118.08,69.8,60,0,6.71,clear sky,2020-10-31 16:23:43
251,Bilibino,RU,68.05,166.44,-1.32,85,12,2.3,few clouds,2020-10-31 16:24:13
252,Sanary-Sur-Mer,FR,43.12,5.8,64.0,81,97,3.0,overcast clouds,2020-10-31 16:22:14
253,Vila Franca Do Campo,PT,37.72,-25.43,69.8,94,75,14.99,broken clouds,2020-10-31 16:24:13
254,Salalah,OM,17.02,54.09,84.2,37,0,4.7,clear sky,2020-10-31 16:19:17
255,Guerrero Negro,MX,27.98,-114.06,71.28,51,6,1.32,clear sky,2020-10-31 16:19:51
256,Beysehir,TR,37.68,31.72,54.75,67,24,7.58,few clouds,2020-10-31 16:24:14
257,Cabo San Lucas,MX,22.89,-109.91,79.0,74,20,3.36,few clouds,2020-10-31 16:24:14
258,Collie,AU,-33.37,116.15,63.0,66,100,5.64,light rain,2020-10-31 16:24:15
259,Tagusao,PH,9.19,117.81,79.5,81,99,2.98,overcast clouds,2020-10-31 16:24:15
260,Porto-Vecchio,FR,41.59,9.28,64.4,77,0,12.75,clear sky,2020-10-31 16:24:15
261,Dawson Creek,CA,55.77,-120.24,37.4,59,1,23.04,clear sky,2020-10-31 16:24:15
262,Nayoro,JP,44.35,142.46,41.43,83,100,5.93,overcast clouds,2020-10-31 16:24:15
263,Xuchang,CN,34.02,113.82,62.6,36,0,8.95,clear sky,2020-10-31 16:24:16
264,Dingle,PH,11.0,122.67,75.87,84,100,5.68,overcast clouds,2020-10-31 16:24:16
265,Buala,SB,-8.14,159.59,79.79,76,62,2.42,broken clouds,2020-10-31 16:24:16
266,Araouane,ML,18.9,-3.53,94.53,10,100,7.54,overcast clouds,2020-10-31 16:24:16
267,Kavaratti,IN,10.57,72.64,83.05,70,68,4.36,broken clouds,2020-10-31 16:24:17
268,Vostok,RU,46.49,135.88,31.6,96,96,5.32,overcast clouds,2020-10-31 16:24:17
269,Cidreira,BR,-30.18,-50.21,67.68,60,90,9.35,overcast clouds,2020-10-31 16:24:17
270,Gualeguay,AR,-33.14,-59.31,70.86,45,0,3.94,clear sky,2020-10-31 16:24:17
271,Valparaiso,CL,-33.04,-71.63,53.6,100,90,3.36,fog,2020-10-31 16:20:24
272,Rognan,NO,67.1,15.39,43.0,70,75,13.87,shower rain,2020-10-31 16:24:18
